"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",116.013162,120.288368,131.459745,134.475156,137.37892,147.024483,158.762791,2.90771,178.137261,0,181.044971,2.976748,210.33269,0,213.309438,2.554039,229.384748,0,231.938787
"","Genito Urinary system disorders (exc infertility) ","",78.089282,81.175783,87.717142,86.917867,79.261076,85.07988,88.018909,10.345869,86.629971,0,96.97584,15.774719,97.119314,0,112.894033,13.796586,103.912084,0,117.708671
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",19.222779,17.4953,19.437951,20.549896,21.220498,21.342632,21.795053,1.671631,16.388841,0,18.060472,2.291063,24.672578,0,26.963641,2.02373,24.192949,0,26.216679
"","","Renal problems ",16.574641,18.176127,18.099231,27.836095,27.211016,30.692283,33.685886,0.333031,38.49814,0,38.831171,0.332295,41.475484,0,41.807779,0.299324,44.353446,0,44.65277
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",7.073801,8.043884,8.33749,0.058429,0.084624,0.206278,0.16192,0,0.114245,0,0.114245,0,0.112616,0,0.112616,0,0.104003,0,0.104003
"","","Other problems of the genito urinary system ",35.218062,37.460472,41.842471,38.473447,30.744939,32.838688,32.376051,8.341207,31.628745,0,39.969952,13.151362,30.858636,0,44.009998,11.473532,35.261686,0,46.735219
"","Maternity & reproductive health ","Maternity & reproductive health ",62.621978,63.949512,63.470612,66.685252,67.088194,72.857174,77.47651,2.235045,87.531682,0,89.766728,2.557582,94.810372,0,97.367955,2.193505,102.570226,0,104.763732
"","Neonates ","Neonates ",17.791159,16.798549,18.376329,16.098954,16.367826,15.549687,18.178157,0.097134,26.809444,0,26.906578,0.078822,21.454696,0,21.533519,0.063066,24.686879,0,24.749945
"","Poisoning ","Poisoning ",19.774337,18.464299,20.166302,20.243215,20.255652,20.32726,21.992696,0.00005,25.12834,0,25.12839,0.000056,22.942939,0,22.942996,0.000054,26.610616,0,26.610669
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",38.987052,38.505992,41.881656,46.000971,43.810874,42.400742,46.916096,5.046905,41.904183,8.526735,55.477823,6.600328,55.678526,10.736878,73.015732,6.545383,51.92728,12.876757,71.34942
"","Social care needs ","Social care needs ",13.83178,13.595121,17.390735,17.999722,18.86309,17.529098,21.026924,1.6111,18.100212,0,19.711312,1.377315,19.991505,0,21.36882,0.885347,20.607491,0,21.492837
"","Other ","",287.121385,296.865007,294.427977,322.408004,342.667312,384.529347,409.511378,189.892369,204.398407,23.320083,417.61086,220.971785,242.265124,34.636277,497.873185,182.009887,261.630737,41.617222,485.257846
"","Other ","General medical services ",107.342693,114.391159,108.589894,102.076793,104.326871,123.857401,118.691531,142.878785,0.000499,0,142.879284,153.632817,0.241162,0,153.873979,140.184576,0.001948,0,140.186524
"","","Open access ",19.262547,21.288738,22.239729,23.796225,23.673074,22.677908,25.596625,0,20.246235,0,20.246235,0,26.911559,0,26.911559,0,34.494734,0,34.494734
"","","Continuing care ",72.278142,88.260834,69.731873,83.688072,64.563673,63.122578,59.188408,0,89.081691,0,89.081691,0,91.097496,0,91.097496,0,85.365292,0,85.365292
"","","Other PHW functions (3)",22.963825,23.729584,24.726704,19.883138,21.964418,23.669741,26.559051,0,0,23.320083,23.320083,0,0,34.636277,34.636277,0,0,41.617222,41.617222
"","","Other expenditure ",65.274178,49.194693,69.139777,92.963776,128.139276,151.201719,179.475762,47.013584,95.069983,0,142.083567,67.338968,124.014906,0,191.353874,41.825311,141.768762,0,183.594073


