"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Gastro intestinal problems ","Gastro intestinal problems ",59583.089625,63551.044109,69098.11598,72094.927906,69892.843027,72975.72184,80706.95022,16855.939558,74386.958881,0,91242.898439,18904.190142,76466.808462,0,95370.998604,18533.900295,93977.31914,0,112511.219435
"","Skin problems ","Skin problems ",27556.22726,27828.967433,28667.743225,28302.341267,25675.359491,26797.48831,28661.992299,6984.864423,23161.853549,0,30146.717972,7588.825521,22836.819176,0,30425.644698,7015.191141,25328.042179,0,32343.23332
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",66945.753428,67102.84992,70109.323547,75830.14336,75791.329099,73572.76472,73866.906163,7663.595376,43336.876856,0,51000.472232,7859.066634,67433.522295,0,75292.588929,6688.560346,82928.650823,0,89617.211169
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",67211.761185,69862.762325,76541.779506,78645.24011,80743.498506,86924.55025,94331.134947,1739.374506,106560.640669,0,108300.015176,1751.229908,123739.35262,0,125490.582528,1510.448334,135657.222301,0,137167.670635
"","Genito Urinary system disorders (exc infertility) ","",45240.713169,47146.407809,51072.867475,50832.263092,46585.142464,50301.35218,52297.667282,6188.836467,51821.528932,0,58010.365399,9280.314465,57135.583919,0,66415.898385,8159.246029,61453.190959,0,69612.436988
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",11136.639867,10161.165299,11317.649581,12018.216183,12472.198885,12618.29742,12949.835613,999.959488,9803.706629,0,10803.666117,1347.838968,14514.95168,0,15862.790648,1196.825792,14307.613384,0,15504.439176
"","","Renal problems ",9602.45171,10556.585362,10538.186713,16279.411533,15993.084081,18146.04496,20014.940675,199.216907,23029.356559,0,23228.573466,195.489873,24400.151903,0,24595.641776,177.01904,26230.450503,0,26407.469543
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",4098.178236,4671.839518,4854.461694,34.170858,49.737104,121.956697,96.207042,0,68.340489,0,68.340489,0,66.252077,0,66.252077,0,61.506871,0,61.506871
"","","Other problems of the genito urinary system ",20403.443357,21756.817631,24362.569488,22500.464519,18070.122395,19415.05311,19236.683952,4989.660072,18920.125255,0,23909.785327,7736.985625,18154.228259,0,25891.213884,6785.401197,20853.620201,0,27639.021398
"","Maternity & reproductive health ","Maternity & reproductive health ",36279.792253,37141.493128,36955.446758,38999.602438,39430.616526,43074.98288,46033.752921,1336.990669,52360.927181,0,53697.91785,1504.633359,55777.226421,0,57281.85978,1297.230327,60659.621572,0,61956.851899
"","Neonates ","Neonates ",10307.237038,9756.496531,10699.525959,9415.167219,9620.07496,9193.363619,10800.806748,58.10487,16037.248502,0,16095.353372,46.371288,12621.862287,0,12668.233575,37.297213,14599.721449,0,14637.018662
"","Poisoning ","Poisoning ",11456.1832,10723.954066,11741.728541,11838.859798,11905.117845,12017.98439,13067.267942,0.030137,15031.622218,0,15031.652355,0.033022,13497.400134,0,13497.433156,0.031648,15737.411724,0,15737.443372
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",22586.992842,22364.049135,24385.384767,26902.794145,25749.53428,25068.37869,27875.855425,3019.028445,25066.830554,5100.641588,33186.500588,3882.993034,32755.843816,6316.537353,42955.374203,3870.913114,30709.585959,7615.262527,42195.761601
"","Social care needs ","Social care needs ",8013.386639,7895.964583,10125.668722,10526.795239,11086.649282,10363.64097,12493.441562,963.750419,10827.438079,0,11791.188498,810.278534,11761.062359,0,12571.340893,523.59038,12187.187627,0,12710.778007
"","Other ","",166342.625852,172417.415006,171429.217208,188554.195276,201400.314181,227343.3629,243316.918532,113592.476061,122269.900937,13949.933888,249812.310886,129998.363795,142525.298992,20376.625556,292900.288344,107639.919326,154727.371311,24612.258564,286979.5492
"","Other ","General medical services ",62188.55971,66437.698884,63225.922646,59697.672675,61317.388405,73227.5918,70522.235105,85469.232081,0.298412,0,85469.530493,90382.64718,141.87656,0,90524.52374,82904.597532,1.152287,0,82905.74982
"","","Open access ",11159.679626,12364.371013,12948.970801,13916.770225,13913.683513,13407.74633,15208.59318,0,12111.176072,0,12111.176072,0,15832.15105,0,15832.15105,0,20400.047756,0,20400.047756
"","","Continuing care ",41874.052455,51261.36258,40601.034588,48943.378629,37946.846739,37319.64597,35167.621513,0,53288.132989,0,53288.132989,0,53592.930081,0,53592.930081,0,50484.692441,0,50484.692441
"","","Other PHW functions (3)",13304,13782,14397,11628.275758,12909.433047,13994.14235,15780.432041,0,0,13949.933888,13949.933888,0,0,20376.625556,20376.625556,0,0,24612.258564,24612.258564
"","","Other expenditure ",37816.33406,28571.982528,40256.289173,54368.097989,75312.962478,89394.2364,106638.036693,28123.24398,56870.293465,0,84993.537445,39615.716615,72958.341301,0,112574.057916,24735.321793,83841.478827,0,108576.80062


