"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","","Sexually transmitted infections (2)",".",".",".",".",".",".",7.542884,0,9.424298,0,9.424298,0,10.088085,0,10.088085,0,11.304911,0,11.304911
"","","Other problems of the genito urinary system ",".",".",".",".",".",".",37.061428,9.38646,27.111706,0,36.498165,9.322156,23.698347,0,33.020503,8.617763,30.969026,0,39.586789
"","Maternity & reproductive health ","Maternity & reproductive health ",".",".",".",".",".",".",72.995757,1.594182,114.725715,0,116.319897,2.419787,81.932086,0,84.351873,3.064185,88.208621,0,91.272806
"","Neonates ","Neonates ",".",".",".",".",".",".",17.74223,0.037407,17.649241,0,17.686648,0.038739,14.133596,0,14.172335,0.038839,15.396547,0,15.435386
"","Poisoning ","Poisoning ",".",".",".",".",".",".",24.403924,0.000063,28.46173,0,28.461793,0.000075,28.544081,0,28.544156,0.000026,28.850906,0,28.850932
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",".",".",".",".",".",".",49.940387,5.068066,45.405975,8.60535,59.079391,5.49251,77.989781,10.870316,94.352607,10.436272,63.902605,12.820393,87.159269
"","Social care needs ","Social care needs ",".",".",".",".",".",".",23.350926,15.4051,17.408173,0,32.813273,7.595888,19.60407,0,27.199958,7.008984,20.220969,0,27.229952
"","Other ","",".",".",".",".",".",".",292.246817,170.156967,146.969574,23.535091,340.661632,180.950458,164.872997,35.066739,380.890194,177.687819,162.70405,41.435056,381.826924
"","Other ","General medical services ",".",".",".",".",".",".",140.180485,160.94801,0.138634,0,161.086644,176.264601,0.34402,0,176.608621,172.979876,0.311007,0,173.290883
"","","Open access ",".",".",".",".",".",".",25.650282,0,27.423301,0,27.423301,0,23.909826,0,23.909826,0,32.25474,0,32.25474
"","","Continuing care ",".",".",".",".",".",".",56.077347,0,63.402085,0,63.402085,0,72.700563,0,72.700563,0,46.156528,0,46.156528
"","","Other PHW functions (3)",".",".",".",".",".",".",26.559051,0,0,23.535091,23.535091,0,0,35.066739,35.066739,0,0,41.435056,41.435056
"","","Other expenditure ",".",".",".",".",".",".",43.779653,9.208957,56.005553,0,65.214511,4.685857,67.918588,0,72.604445,4.707942,83.981776,0,88.689718


