"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",90.29763,92.073264,95.861929,93.782904,95.382634,94.023744,98.661533,9.091404,83.833027,1.136608,94.061039,9.122544,87.272147,2.056305,98.450996,7.840407,96.160742,0,104.001148
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",107.058286,108.547985,119.731313,119.86768,115.331856,115.374127,127.64572,3.037494,170.612482,0,173.649975,3.355935,149.396595,0,152.752531,3.127592,175.683137,0,178.810729
"","Genito Urinary system disorders (exc infertility) ","",82.758494,83.553042,92.262413,100.664095,97.61764,103.42977,104.505724,12.87352,79.666029,0,92.539549,12.984605,96.020761,0,109.005366,12.217338,100.758507,0.000001,112.975846
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",17.0063,16.10852,17.324821,18.62651,21.663651,18.623054,19.53987,2.239666,14.563861,0,16.803527,2.288971,17.917226,0,20.206197,1.669985,14.967912,0.000001,16.637897
"","","Renal problems ",14.416299,14.281797,16.24342,28.148312,29.879324,35.401026,36.180142,0.224349,31.341869,0,31.566218,0.205631,35.692683,0,35.898313,0.185712,33.070859,0,33.256571
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",12.509068,12.424606,13.614806,3.944556,3.699777,4.286502,4.423322,0,5.068623,0,5.068623,0,4.861517,0,4.861517,0,5.081895,0,5.081895
"","","Other problems of the genito urinary system ",38.826826,40.73812,45.079366,49.944717,42.374887,45.119188,44.36239,10.409505,28.691676,0,39.101181,10.490004,37.549334,0,48.039339,10.361641,47.637841,0,57.999482
"","Maternity & reproductive health ","Maternity & reproductive health ",55.664849,56.684751,59.814135,61.537581,58.420144,60.398246,67.883313,1.886094,75.564247,0,77.450341,3.429976,75.534755,0,78.964731,3.455219,80.451646,0.211027,84.117892
"","Neonates ","Neonates ",15.304604,16.629289,20.611631,19.953028,17.202842,19.010893,19.956312,0.135428,18.501497,0,18.636925,0.070748,22.035495,0,22.106243,0.061193,21.331758,0,21.392951
"","Poisoning ","Poisoning ",19.621762,18.578301,18.874908,21.196722,22.466512,20.607002,22.471432,0.000307,23.933549,0,23.933856,0.000085,19.568348,0,19.568433,0.000061,20.939622,0,20.939683
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",39.104593,40.807493,45.054937,53.56312,50.249212,56.997506,61.809662,5.468343,64.475871,11.857793,81.802006,10.424636,79.30954,16.809465,106.543641,5.595174,79.882936,15.122547,100.600657
"","Social care needs ","Social care needs ",13.076746,13.800433,14.648796,14.495589,16.084763,18.870661,20.266707,1.275982,18.253448,2.060402,21.589831,1.937987,17.851629,3.727595,23.51721,1.632754,19.177342,1.465193,22.275288
"","Other ","",257.84296,274.734592,286.6625,267.269504,294.503298,317.878625,300.672785,168.237276,167.534342,23.385833,359.15745,174.245736,214.934421,34.925537,424.105694,177.779741,225.872246,40.716024,444.368012
"","Other ","General medical services ",114.253668,118.229249,123.947176,126.297552,130.97836,140.0982,136.776598,164.085906,1.292745,0,165.378652,170.05099,1.246071,0,171.297061,173.640668,1.726976,0,175.367644
"","","Open access ",18.188972,20.737494,19.714287,22.454163,25.049684,23.638597,24.595475,0,26.644421,0,26.644421,0,28.280805,0,28.280805,0,26.985066,0,26.985066
"","","Continuing care ",41.820748,44.300188,46.225465,47.210261,58.336886,62.003388,57.01485,0,62.870086,0,62.870086,0,59.710415,0,59.710415,0,58.706217,0,58.706217
"","","Other PHW functions (3)",22.938726,23.720171,24.645915,20.061375,21.92227,23.667659,26.559051,0,0,23.385833,23.385833,0,0,34.925537,34.925537,0,0,40.716024,40.716024
"","","Other expenditure ",60.640846,67.74749,72.129658,51.246153,58.216099,68.470781,55.726811,4.15137,76.72709,0,80.878459,4.194747,125.697129,0,129.891876,4.139074,138.453987,0,142.593061


