"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","","Sexually transmitted infections (2)",".",".",".",".",".",".",0.133062,0,0.307463,0,0.307463,0,0.158696,0,0.158696,0,0.638685,0,0.638685
"","","Other problems of the genito urinary system ",".",".",".",".",".",".",41.170177,7.655299,34.39449,0,42.049789,7.128215,35.284023,0,42.412238,7.165594,40.568217,0,47.733812
"","Maternity & reproductive health ","Maternity & reproductive health ",".",".",".",".",".",".",86.11511,2.992551,84.10569,0,87.09824,2.91681,81.089018,0,84.005829,3.035763,88.70684,0,91.742603
"","Neonates ","Neonates ",".",".",".",".",".",".",23.727427,0.096091,28.353862,0,28.449953,0.096326,30.516881,0,30.613207,0.099985,24.337644,0,24.437629
"","Poisoning ","Poisoning ",".",".",".",".",".",".",22.721438,0.095548,27.948214,0,28.043763,0.121898,24.073803,0,24.195701,0.121582,30.766318,0,30.8879
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",".",".",".",".",".",".",45.820378,4.283537,72.076361,8.564482,84.92438,4.995239,89.026305,10.743558,104.765101,6.240223,82.693198,12.88866,101.822081
"","Social care needs ","Social care needs ",".",".",".",".",".",".",33.15512,0.097627,29.306092,0,29.403718,0.565361,33.206216,0,33.771577,0.377829,36.202792,0,36.580621
"","Other ","",".",".",".",".",".",".",354.405727,138.230528,178.593656,23.423319,340.247504,149.715115,225.368352,34.657826,409.741293,150.107887,171.562956,41.655692,363.326536
"","Other ","General medical services ",".",".",".",".",".",".",119.072352,131.367876,7.358757,0,138.726634,142.823088,9.877815,0,152.700902,143.459059,1.753581,0,145.212639
"","","Open access ",".",".",".",".",".",".",33.346486,0.008307,48.81453,0,48.822838,0.004202,63.324147,0,63.32835,0,62.854984,0,62.854984
"","","Continuing care ",".",".",".",".",".",".",40.745357,0.768545,29.855183,0,30.623727,1.076083,32.515798,0,33.591881,1.082995,42.192886,0,43.275881
"","","Other PHW functions (3)",".",".",".",".",".",".",26.559051,0,0,23.423319,23.423319,0,0,34.657826,34.657826,0,0,41.655692,41.655692
"","","Other expenditure ",".",".",".",".",".",".",134.682482,6.0858,92.565186,0,98.650986,5.811742,119.650593,0,125.462335,5.565833,64.761505,0,70.327339


