"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Dental problems ","Dental problems ",26233.805473,26601.156512,39507.261735,38268.273693,35853.305672,37544.34628,40221.194189,28572.591861,10840.15423,65.80176,39478.547851,32898.922576,17333.691242,116.107795,50348.721613,29440.654655,14539.56086,0,43980.215515
"","Gastro intestinal problems ","Gastro intestinal problems ",38939.617165,42916.442823,47750.846434,50546.575739,49718.725799,53493.71804,58826.631866,12120.797724,61075.31543,564.386748,73760.499902,13055.034411,54454.327532,995.865472,68505.227415,14030.13046,61347.857653,0,75377.988114
"","Skin problems ","Skin problems ",15988.084923,15681.98132,16920.040209,16305.646924,15949.801116,16915.79457,17418.588555,5846.158368,10789.836457,0,16635.994826,6260.041351,12845.28026,0,19105.32161,6113.13421,16163.14615,0,22276.280359
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",43305.118207,44456.470731,46538.666074,45959.15627,47066.179033,46674.60897,49379.110715,4586.586168,42293.510433,573.415339,47453.511941,4488.711382,42941.910765,1011.796502,48442.418649,3963.9606,48617.043947,0,52581.004548
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",51343.226962,52411.092208,58126.678675,58742.235436,56910.042816,57273.21659,63885.406291,1532.406455,86073.485233,0,87605.891688,1651.274538,73509.997218,0,75161.271756,1581.251084,88822.055899,0,90403.306983
"","Genito Urinary system disorders (exc infertility) ","",39689.483914,40342.583822,44791.187281,49331.345793,48169.033782,51343.88219,52304.0696,6494.652171,40191.272563,0,46685.924734,6389.023172,47246.631141,0,53635.654313,6176.853791,50941.586833,0.000492,57118.441116
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",8155.915506,7777.805343,8410.784678,9128.088937,10689.842133,9244.725933,9779.509498,1129.90475,7347.424154,0,8477.328903,1126.278815,8816.099556,0,9942.378371,844.312598,7567.491752,0.000492,8411.804843
"","","Renal problems ",6913.797698,6895.79441,7885.790733,13794.333485,14743.832948,17573.52955,18107.799142,113.183464,15811.878694,0,15925.062158,101.179742,17562.441774,0,17663.621515,93.89242,16719.998161,0,16813.890581
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",5999.123718,5999.071689,6609.661356,1933.065201,1825.640229,2127.875165,2213.8286,0,2557.105263,0,2557.105263,0,2392.089994,0,2392.089994,0,2569.309651,0,2569.309651
"","","Other problems of the genito urinary system ",18620.646991,19669.91238,21884.950514,24475.85817,20909.718472,22397.75154,22202.93236,5251.563958,14474.864452,0,19726.42841,5161.564615,18475.999817,0,23637.564433,5238.648773,24084.787268,0,29323.436041
"","Maternity & reproductive health ","Maternity & reproductive health ",26695.859473,27369.551758,29038.326972,30157.045567,28827.186398,29982.47456,33974.919322,951.528926,38121.935987,0,39073.464913,1687.706199,37166.573914,0,38854.280113,1746.893119,40674.823721,106.691105,42528.407946
"","Neonates ","Neonates ",7339.812637,8029.252725,10006.452136,9778.160797,8488.673425,9437.254187,9987.934705,68.322889,9333.94981,0,9402.272699,34.811495,10842.477108,0,10877.288603,30.937986,10784.931575,0,10815.869561
"","Poisoning ","Poisoning ",9410.244093,8970.309807,9163.314715,10387.644242,11086.010686,10229.58392,11246.726853,0.154777,12074.403884,0,12074.558662,0.04173,9628.52737,0,9628.5691,0.030803,10586.674946,0,10586.705749
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",18753.858735,19703.408092,21873.090358,26249.088913,24795.272725,28294.30301,30935.117496,2758.76261,32527.883461,5982.220749,41268.86682,5129.400674,39023.9417,8271.030227,52424.3726,2828.813839,40387.29464,7645.672236,50861.780715
"","Social care needs ","Social care needs ",6271.371924,6663.373358,7111.6387,7103.693889,7936.961922,9367.641472,10143.28425,643.728858,9208.809655,1039.466525,10892.005037,953.578687,8783.822474,1834.147992,11571.549153,825.489164,9695.699577,740.773596,11261.962336
"","Other ","",123656.842294,132652.300794,139167.763791,130977.825723,145321.47445,157799.082,150483.722399,84875.201036,84520.572775,11798.082384,181193.856196,85736.917498,105757.622066,17184.970868,208679.510432,89882.059483,114196.715783,20585.248379,224664.023646
"","Other ","General medical services ",54794.002524,57085.574112,60173.379019,61893.251906,64630.747611,69546.56787,68455.319561,82780.847458,652.186091,0,83433.033549,83672.90921,613.124233,0,84286.033443,87789.42256,873.126015,0,88662.548575
"","","Open access ",8723.103494,10012.850067,9570.813152,11003.864674,12360.666313,11734.50698,12309.789526,0,13442.030242,0,13442.030242,0,13915.457174,0,13915.457174,0,13643.13676,0,13643.13676
"","","Continuing care ",20056.478159,21389.813978,22441.353819,23135.8132,28786.103066,30779.2878,28535.362103,0,31717.769901,0,31717.769901,0,29380.271015,0,29380.271015,0,29680.747645,0,29680.747645
"","","Other PHW functions (3)",11001,11453,11965,9831.257466,10817.456409,11748.93375,13292.539487,0,0,11798.082384,11798.082384,0,0,17184.970868,17184.970868,0,0,20585.248379,20585.248379
"","","Other expenditure ",29082.258117,32711.062637,35017.217801,25113.638477,28726.501051,33989.785609,27890.711722,2094.353579,38708.586542,0,40802.94012,2064.008288,61848.769643,0,63912.777931,2092.636923,69999.705364,0,72092.342287


