"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",28.845431,28.937801,33.0476,45.230115,37.432206,43.574952,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Social care needs ","Social care needs ",14.795759,15.696862,17.687297,20.372267,20.218934,23.491389,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Other ","",236.011011,238.928146,254.234338,245.267652,282.647271,288.908071,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Other ","General medical services ",108.385372,115.021103,119.937926,119.398767,132.986729,132.034264,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Open access ",32.390359,32.760398,32.926697,37.592015,28.19346,28.011283,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Continuing care ",28.854011,30.208812,32.588615,35.474954,53.007296,57.976496,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Other PHW functions (3)",22.983184,23.774359,24.703104,19.929915,21.977912,23.703453,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Other expenditure ",43.398085,37.163475,44.077996,32.872001,46.481874,47.182575,".",".",".",".",".",".",".",".",".",".",".",".","."


