"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Gastro intestinal problems ","Gastro intestinal problems ",42678.087055,46231.903318,47583.90715,48227.858005,48338.175486,51783.24,56034.423017,10314.751119,59405.664355,0,69720.415473,10732.391028,61388.228518,0,72120.619546,12039.099951,65436.838039,0,77475.937989
"","Skin problems ","Skin problems ",17929.219461,18727.020406,19116.561974,20619.343686,20645.235667,21873.34728,21708.436222,3520.223619,17193.972118,0,20714.195738,3764.369024,20591.796709,0,24356.165733,4130.912393,23603.298111,0,27734.210504
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",45189.124698,48385.574101,47822.186054,52026.070869,50627.523256,55307.9852,54543.805282,4380.959953,36566.601261,0,40947.561213,3992.667687,44950.756657,0,48943.424344,3748.650081,51646.914521,0,55395.564602
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",52221.035762,55428.80121,59672.545044,61297.511643,65595.435554,68144.59827,76905.56312,1052.408002,105654.404112,0,106706.812114,955.173841,105257.232561,0,106212.406402,868.066042,109994.479263,0,110862.545305
"","Genito Urinary system disorders (exc infertility) ","",36844.239188,36439.846005,38230.328841,41060.977084,37097.375794,39076.61691,38961.973488,4480.307709,40468.695875,0,44949.003584,4063.88781,43241.553168,0,47305.440978,4525.734613,48484.477221,0,53010.211834
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",9041.619743,8198.047017,9238.404678,9544.120387,9609.53035,9466.766058,8953.539811,687.827633,8761.60509,0,9449.432724,679.572366,9779.62726,0,10459.199626,709.170599,11684.318871,0,12393.489471
"","","Renal problems ",12968.673534,11884.277453,12325.007396,13211.532069,12620.78052,12671.73042,14235.363676,184.869834,14044.921706,0,14229.79154,166.259391,18139.100119,0,18305.35951,171.075013,19616.206724,0,19787.281737
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",1294.221263,1540.919966,1511.171313,1338.541771,37.335062,36.027798,45.764023,0.661817,32.598689,0,33.260506,0,52.001903,0,52.001903,347.501146,73.142126,0,420.643272
"","","Other problems of the genito urinary system ",13539.724649,14816.601569,15155.745454,16966.782857,14829.729861,16902.09264,15727.305977,3606.948424,17629.57039,0,21236.518814,3218.056053,15270.823886,0,18488.879939,3297.987855,17110.8095,0,20408.797355
"","Maternity & reproductive health ","Maternity & reproductive health ",25016.95717,25997.552056,26441.195618,26634.588049,26117.923183,27045.46361,26738.022406,475.502675,40649.565187,0,41125.067863,683.783282,36380.481132,0,37064.264414,519.92297,34763.846002,0,35283.768972
"","Neonates ","Neonates ",5975.806066,6209.496897,8301.009178,7618.655726,5664.999055,6168.840177,4423.175032,22.293156,7951.48455,0,7973.777706,18.514879,7679.794593,0,7698.309472,18.615296,9619.294775,0,9637.910071
"","Poisoning ","Poisoning ",9297.585123,9322.923322,9960.41849,10656.605448,8675.604527,8056.686838,8339.35783,0.344919,10184.473076,0,10184.817994,0.266673,11402.406037,0,11402.672711,0.225023,11017.196661,0,11017.421685
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",14722.862378,13557.091358,13122.662975,14306.735745,14253.819541,15579.62,17285.002001,1828.117219,13868.45771,3337.12189,19033.696819,1888.442771,20721.658526,4115.177719,26725.279016,4283.743366,21936.144693,4951.487569,31171.375628
"","Social care needs ","Social care needs ",5190.752153,5316.860318,6452.375928,6615.995551,6535.484,8416.704705,8816.813144,132.787969,8245.143963,0,8377.931932,158.588591,9728.75745,0,9887.346041,110.664779,9511.194852,0,9621.859631
"","Other ","",97555.831421,95400.657408,107191.386438,117328.041586,136488.462198,130873.5886,150463.321324,64256.407346,74685.480697,9126.818448,148068.706491,69901.932565,54105.69325,13275.221977,137282.847792,75080.070438,53449.182686,16003.032317,144532.28544
"","Other ","General medical services ",44857.496715,47304.227798,49990.971333,49299.348718,59097.787823,59527.30961,59942.028333,62147.924887,2.313753,0,62150.238639,68007.079583,89.324903,0,68096.404487,73180.091908,2.23146,0,73182.323368
"","","Open access ",13989.416938,13098.659315,12254.461984,13045.261125,15631.415599,16174.1863,13917.631001,0,11540.873367,0,11540.873367,0,13528.387538,0,13528.387538,0,19135.201861,0,19135.201861
"","","Continuing care ",17149.513403,14203.059831,21812.135023,19087.719845,17928.032988,17975.16731,17475.523721,0,18342.871798,0,18342.871798,0,14690.566145,0,14690.566145,0,11289.294792,0,11289.294792
"","","Other PHW functions (3)",8820,9124,9532,7513.674046,8468.739593,9148.718511,10285.895548,0,0,9126.818448,9126.818448,0,0,13275.221977,13275.221977,0,0,16003.032317,16003.032317
"","","Other expenditure ",12739.404364,11670.710464,13601.818098,28382.037852,35362.486194,28048.20692,48842.242721,2108.48246,44799.421779,0,46907.904239,1894.852982,25797.414664,0,27692.267646,1899.978529,23022.454573,0,24922.433102


