"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",".",".",".",".",".",".",10913.955408,694.753352,7557.489252,0,8252.242604,793.094968,10905.518775,0,11698.613743,834.739723,12704.189881,0,13538.929604
"","","Renal problems ",".",".",".",".",".",".",15537.190483,208.978754,15900.101128,0,16109.079882,113.179426,16522.047055,0,16635.226481,112.455886,15382.356188,0,15494.812074
"","","Chronic renal failure (2)",".",".",".",".",".",".",0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",".",".",".",".",".",".",2944.047972,0,3684.42006,0,3684.42006,0,3831.101714,0,3831.101714,0,4334.755049,0,4334.755049
"","","Other problems of the genito urinary system ",".",".",".",".",".",".",14465.371739,3669.627112,10599.294164,0,14268.921276,3540.228423,8999.802918,0,12540.031341,3304.39491,11874.763372,0,15179.158282
"","Maternity & reproductive health ","Maternity & reproductive health ",".",".",".",".",".",".",28490.827987,623.244039,44851.903369,0,45475.147408,918.950401,31114.938572,0,32033.888973,1174.931108,33822.7136,0,34997.644707
"","Neonates ","Neonates ",".",".",".",".",".",".",6924.934387,14.624354,6899.95304,0,6914.577394,14.711731,5367.444951,0,5382.156683,14.892272,5903.652162,0,5918.544434
"","Poisoning ","Poisoning ",".",".",".",".",".",".",9525.046691,0.024493,11127.084915,0,11127.109408,0.028597,10840.042827,0,10840.071423,0.009969,11062.591374,0,11062.601344
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",".",".",".",".",".",".",19492.132472,1981.355328,17751.420657,3364.252963,23097.028948,2085.863177,29617.789007,4128.165715,35831.817899,4001.683957,24502.814853,4915.851481,33420.350291
"","Social care needs ","Social care needs ",".",".",".",".",".",".",9114.053283,6022.608579,6805.707825,0,12828.316404,2884.652365,7444.939683,0,10329.592049,2687.524707,7753.528234,0,10441.052941
"","Other ","",".",".",".",".",".",".",114066.270738,66522.696196,57457.607925,9201.020224,133181.324345,68718.65057,62612.993838,13317.120173,144648.764581,68132.617144,62387.241036,15887.857742,146407.715922
"","Other ","General medical services ",".",".",".",".",".",".",54713.564743,62922.463478,54.198947,0,62976.662424,66939.126193,130.64683,0,67069.773023,66327.403814,119.252369,0,66446.656184
"","","Open access ",".",".",".",".",".",".",10011.510157,0,10721.112045,0,10721.112045,0,9080.114963,0,9080.114963,0,12367.757475,0,12367.757475
"","","Continuing care ",".",".",".",".",".",".",21887.437066,0,24786.98183,0,24786.98183,0,27609.129378,0,27609.129378,0,17698.259021,0,17698.259021
"","","Other PHW functions (3)",".",".",".",".",".",".",10366.210119,0,0,9201.020224,9201.020224,0,0,13317.120173,13317.120173,0,0,15887.857742,15887.857742
"","","Other expenditure ",".",".",".",".",".",".",17087.548654,3600.232719,21895.315103,0,25495.547822,1779.524377,25793.102667,0,27572.627044,1805.213329,32201.97217,0,34007.1855


