"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",123.159375,134.886504,140.083708,138.946565,139.971119,156.063696,171.21651,3.21772,195.152647,0,198.370367,3.744249,208.615079,0,212.359327,2.875207,232.612797,0,235.488004
"","Genito Urinary system disorders (exc infertility) ","",96.241523,114.111425,124.606836,119.008205,112.453154,119.070846,123.571765,12.947905,119.539933,0,132.487838,13.198994,122.43282,0,135.631814,13.017144,125.763405,0,138.780549
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",17.128315,21.215628,22.905373,21.039883,19.730028,21.945645,23.302286,1.593666,18.795348,0,20.389013,1.768317,21.41142,0,23.179736,1.91689,23.783372,0,25.700262
"","","Renal problems ",33.869388,41.446381,46.073457,41.210443,41.922864,43.747106,46.91655,0.758754,54.135389,0,54.894142,0.890737,54.250507,0,55.141243,0.694427,55.552246,0,56.246674
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",3.852946,0.416987,0.266153,0.3269,0.329205,0.099476,0.128661,0.001422,0.157822,0,0.159244,0.001455,0.13245,0,0.133905,0,0.093102,0,0.093102
"","","Other problems of the genito urinary system ",41.390875,51.032429,55.361853,56.430979,50.471056,53.278618,53.224269,10.594065,46.451375,0,57.045439,10.538486,46.638444,0,57.17693,10.405827,46.334685,0,56.740511
"","Maternity & reproductive health ","Maternity & reproductive health ",62.705354,62.463993,71.19385,70.353072,69.506534,71.571536,76.153973,2.495046,91.489657,0,93.984702,2.890836,89.401067,0,92.291903,2.438888,90.205714,0,92.644602
"","Neonates ","Neonates ",14.294039,13.889837,15.652328,16.556473,17.933531,21.326072,26.234284,0.159445,31.581936,0,31.74138,0.217791,27.76568,0,27.983471,0.139562,31.037174,0,31.176737
"","Poisoning ","Poisoning ",21.766326,21.80453,20.037608,18.483281,18.268665,21.198096,25.270118,0.138071,28.236108,0,28.374179,0.202499,26.653548,0,26.856047,0.125131,28.564128,0,28.689259
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",33.246165,34.255438,28.87964,34.046283,32.212206,36.311242,38.250282,4.278689,37.423744,8.56331,50.265742,4.870054,49.124654,10.809276,64.803984,6.440025,50.204873,12.92371,69.568608
"","Social care needs ","Social care needs ",17.597024,15.015864,19.203984,18.717783,21.734718,22.512905,24.229699,3.944257,26.363613,0,30.30787,0.321078,28.670245,0,28.991323,0.207903,31.228847,0,31.43675
"","Other ","",215.235746,223.872552,250.267804,274.502601,285.39254,260.268964,252.589786,167.450562,87.133193,23.420113,278.003868,177.255953,119.54145,34.869829,331.667232,182.424454,105.478213,41.768972,329.671639
"","Other ","General medical services ",110.856173,129.06833,130.433106,134.771688,143.418715,155.381394,162.095271,165.375959,12.640735,0,178.016694,171.002387,10.777211,0,181.779598,176.404515,11.897687,0,188.302202
"","","Open access ",27.421724,25.176498,26.211492,27.142493,22.88074,23.497607,21.84805,0.103787,20.994909,0,21.098696,0.180469,23.580334,0,23.760803,0.116245,26.685619,0,26.801864
"","","Continuing care ",11.240496,3.902942,7.015649,9.261148,12.893458,9.067944,9.138654,0.068244,13.747087,0,13.81533,0.101878,13.368085,0,13.469963,0.059576,13.634775,0,13.694351
"","","Other PHW functions (3)",22.999797,23.794236,24.845679,19.432107,22.027562,23.738883,26.559051,0,0,23.420113,23.420113,0,0,34.869829,34.869829,0,0,41.768972,41.768972
"","","Other expenditure ",42.717556,41.930546,61.761878,83.895165,84.172065,48.583137,32.94876,1.902572,39.750462,0,41.653034,5.97122,71.815821,0,77.787041,5.844118,53.260132,0,59.10425


