"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Neonates ","Neonates ",8967.486364,8685.895424,7630.364001,9073.838274,10835.398998,10383.08353,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Poisoning ","Poisoning ",11106.813905,11384.640415,13044.922318,15386.431849,13143.903205,12537.64623,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",15014.364249,15125.962102,17367.207673,23951.516823,19908.618123,23279.83116,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Social care needs ","Social care needs ",7701.355401,8204.844079,9295.046215,10788.093349,10753.602059,12550.22756,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Other ","",122846.327489,124889.175685,133605.483631,129880.994472,150328.212176,154348.5592,".",".",".",".",".",".",".",".",".",".",".",".","."
"","Other ","General medical services ",56415.778558,60122.220743,63029.898908,63227.378031,70730.055592,70539.04138,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Open access ",16859.538175,17124.056746,17303.670868,19906.776371,14994.917434,14964.97191,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Continuing care ",15018.830223,15790.32703,17126.001408,18785.690846,28192.354619,30973.82711,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Other PHW functions (3)",11963,12427,12982,10553.846723,11689.128057,12663.52226,".",".",".",".",".",".",".",".",".",".",".",".","."
"","","Other expenditure ",22589.180533,19425.571166,23163.912447,17407.3025,24721.756473,25207.196514,".",".",".",".",".",".",".",".",".",".",".",".","."


