"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",202.783358,192.386008,170.17228,211.070343,208.428591,200.500561,225.866269,9.389213,248.440888,0,257.830101,3.619974,246.810778,0,250.430752,3.06042,261.268494,0,264.328914
"","Genito Urinary system disorders (exc infertility) ","",91.957187,103.531018,128.42709,114.120582,105.194698,106.735805,101.612969,15.07623,95.756204,0,110.832434,8.864027,90.98067,0,99.844697,10.019522,105.971657,0,115.991178
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",14.509082,14.573111,16.062322,13.287592,14.392024,14.132213,21.659214,2.691457,4.181006,0,6.872463,2.324314,20.189598,0,22.513911,2.625012,17.392884,0,20.017895
"","","Renal problems ",24.176231,36.215512,51.471358,37.79652,35.804973,35.815479,28.638967,1.49293,34.542803,0,36.035734,0.770924,33.180807,0,33.951731,0.701207,43.107219,0,43.808426
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",0.030553,0.23779,0.230058,0.02202,0.043549,0.045951,0.19492,0.000035,0.001559,0,0.001593,0,0.100397,0,0.100397,0,0.047788,0,0.047788
"","","Other problems of the genito urinary system ",53.241321,52.504605,60.663352,63.01445,54.954152,56.742162,51.119868,10.891808,57.030836,0,67.922644,5.768789,37.509868,0,43.278657,6.693303,45.423766,0,52.117069
"","Maternity & reproductive health ","Maternity & reproductive health ",55.433879,49.30628,55.260355,53.32954,58.267538,55.964238,59.824938,3.731066,67.272711,0,71.003777,2.346204,66.412044,0,68.758248,2.450262,58.799125,0,61.249387
"","Neonates ","Neonates ",7.514294,6.382619,6.337906,6.991993,9.551631,8.432192,8.526937,0.316938,13.093481,0,13.410419,0.027929,13.271361,0,13.29929,0.020525,10.722186,0,10.742712
"","Poisoning ","Poisoning ",20.128078,23.282978,20.259292,23.569974,22.661872,22.97035,24.850032,0.646285,25.08437,0,25.730655,0.000327,29.202274,0,29.202601,0.000462,23.029201,0,23.029664
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",38.960847,31.74061,33.888639,24.570127,21.444587,22.39898,26.07964,5.482435,22.68746,8.565775,36.73567,8.216239,67.896003,10.51768,86.629923,8.63251,54.888618,12.912166,76.433294
"","Social care needs ","Social care needs ",17.700021,16.807775,7.286587,7.878295,8.263264,9.554961,7.83006,3.309014,4.310205,0,7.619218,2.990959,5.690281,0,8.68124,2.966492,5.960856,0,8.927348
"","Other ","",269.616955,296.983047,240.066631,263.065554,305.668595,328.415121,353.32502,151.737658,169.034504,23.426856,344.199018,166.659487,197.049952,33.929163,397.638602,172.073637,194.010726,41.731661,407.816024
"","Other ","General medical services ",90.857402,99.281894,92.531587,106.492275,119.542823,127.328979,128.087238,128.161459,0.079135,0,128.240594,145.654408,0.070891,0,145.725299,146.556607,0.028128,0,146.584735
"","","Open access ",5.395531,7.994675,7.561973,7.501397,0.002438,0.011193,0.059963,0.022403,1.008518,0,1.030921,0,2.450388,0,2.450388,0,2.234275,0,2.234275
"","","Continuing care ",37.003035,48.237918,44.087781,49.077763,46.760808,31.553479,33.267581,1.070206,45.346839,0,46.417046,0,48.763917,0,48.763917,0,55.079116,0,55.079116
"","","Other PHW functions (3)",22.961758,23.746583,24.817298,20.100904,22.044133,23.822193,26.559051,0,0,23.426856,23.426856,0,0,33.929163,33.929163,0,0,41.731661,41.731661
"","","Other expenditure ",113.399229,117.721977,71.067992,79.893214,117.318392,145.699277,165.351187,22.48359,122.600011,0,145.083602,21.005079,145.764756,0,166.769835,25.51703,136.669207,0,162.186237


