"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Gastro intestinal problems ","Gastro intestinal problems ",75407.558376,81290.643749,88760.841783,91832.481216,86782.562408,95750.59645,104822.728231,17465.682087,95667.446639,0,113133.128726,18407.229142,101714.639844,0,120121.868986,19827.207503,106107.564105,0,125934.771609
"","Skin problems ","Skin problems ",35611.344412,33357.986733,37321.429582,36733.665427,38238.64012,39374.54053,41729.76592,7121.929051,36816.040664,0,43937.969715,7248.621662,35706.198074,0,42954.819736,6965.318892,40567.949812,0,47533.268703
"","Musculo skeletal system problems (exc Trauma) ","Musculo skeletal system problems (exc Trauma) ",81006.504024,86186.415718,78907.141086,80654.761175,83803.130422,89976.0427,93836.949806,7746.366126,69071.655849,0,76818.021975,7657.738347,75922.262836,0,83580.001183,6984.508918,100927.646307,0,107912.155226
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",85125.296797,93485.384982,97128.439919,96543.686282,97459.650554,108990.0473,119776.050321,2263.218708,137262.76065,0,139525.979358,2572.665661,143339.00343,0,145911.669091,1978.720133,160084.359592,0,162063.079725
"","Genito Urinary system disorders (exc infertility) ","",66520.216134,79086.863324,86397.395865,82689.995345,78299.33165,83155.38758,86445.740232,9107.051756,84079.726652,0,93186.778407,9069.002608,84123.345727,0,93192.348335,8958.411488,86550.501095,0,95508.912583
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",11838.748541,14703.851838,15881.669179,14619.057716,13737.703141,15326.15806,16301.323704,1120.922242,13219.914603,0,14340.836844,1215.006855,14711.74363,0,15926.750485,1319.205563,16367.740122,0,17686.945685
"","","Renal problems ",23409.84364,28725.119116,31945.492083,28634.087477,29190.219631,30551.62286,32820.894705,533.677643,38076.721023,0,38610.398666,612.023311,37275.414522,0,37887.437833,477.905568,38231.111462,0,38709.017029
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",2663.079127,289,184.539934,227.13862,229.219832,69.471166,90.005636,1,111.005752,0,112.005752,1,91.005867,0,92.005867,0,64.073177,0,64.073177
"","","Other problems of the genito urinary system ",28608.544826,35368.892371,38385.69467,39209.711532,35142.189046,37208.1355,37233.516187,7451.451871,32672.085274,0,40123.537145,7240.972442,32045.181708,0,39286.15415,7161.300358,31887.576334,0,39048.876692
"","Maternity & reproductive health ","Maternity & reproductive health ",43340.68649,43291.731959,49362.967572,48883.143608,48396.287814,49983.34203,53274.19693,1754.917743,64350.256506,0,66105.174249,1986.287807,61427.294063,0,63413.58187,1678.445323,62079.662674,0,63758.107997
"","Neonates ","Neonates ",9879.753641,9626.587776,10852.698454,11503.867572,12486.830457,14893.46743,18352.429304,112.14712,22213.501915,0,22325.649035,149.643656,19077.743338,0,19227.386994,96.046967,21359.814465,0,21455.861431
"","Poisoning ","Poisoning ",15044.448898,15112,13893.275815,12842.664225,12720.179024,14804.09345,17677.938397,97.113657,19860.177499,0,19957.291156,139.136673,18313.599347,0,18452.736021,86.115328,19657.861403,0,19743.976731
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",22979.084311,23741.313572,20023.987398,23656.242471,22428.843754,25358.64573,26758.328755,3009.462786,26322.401909,6023.098046,35354.962741,3346.204208,33753.451206,7427.032082,44526.687496,4432.031664,34551.044008,8894.110096,47877.185768
"","Social care needs ","Social care needs ",12162.710891,10407,13315.274217,13005.602169,15133.536341,15722.31509,16950.103931,2774.236736,18543.136893,0,21317.373629,220.612101,19699.267762,0,19919.879863,143.079001,21491.724052,0,21634.803053
"","Other ","",148766.64304,155158.67805,173525.684654,190731.544181,198714.259476,181763.7764,176701.458235,117778.194745,61286.089589,16472.794272,195537.078606,121792.211117,82136.691327,23958.989438,227887.891883,125544.691379,72590.211811,28745.448578,226880.351767
"","Other ","General medical services ",76621.569697,89453,90437.098444,93642.872858,99860.156684,108513.5485,113395.205617,116319,8891,0,125210,117495.397927,7405,0,124900.397927,121401.763754,8188,0,129589.763754
"","","Open access ",18953.346958,17449,18174,18859.31,15931.493436,16410,15284,73,14767,0,14840,124,16202,0,16326,80,18365.06945,0,18445.06945
"","","Continuing care ",7769.206223,2705,4864.370516,6434.886363,8977.508631,6332.771222,6393.027563,48,9669.164607,0,9717.164607,70,9185.184435,0,9255.184435,41,9383.466118,0,9424.466118
"","","Other PHW functions (3)",15897,16491,17227,13501.933179,15337.438894,16578.50015,18579.623232,0,0,16472.794272,16472.794272,0,0,23958.989438,23958.989438,0,0,28745.448578,28745.448578
"","","Other expenditure ",29525.520162,29060.67805,42823.215694,58292.541781,58607.661831,33928.95649,23049.601822,1338.194745,27958.924982,0,29297.119727,4102.81319,49344.506892,0,53447.320083,4021.927624,36653.676243,0,40675.603867


