"","","","2013-14 ","2014-15 ","2015-16 ","2016-17 ","2017-18 ","2018-19 ","2019-20 (4)","2020-21 ","","","","2021-22 ","","","","2022-23 ","","",""
"","Trauma & injuries (inc burns) ","Trauma & injuries (inc burns) ",136.051449,144.373282,155.750531,159.772066,170.715194,176.716669,198.57666,2.700428,271.104062,0,273.80449,2.497069,275.169358,0,277.666427,2.254167,285.630208,0,287.884374
"","Genito Urinary system disorders (exc infertility) ","",95.990285,94.913476,99.784482,107.025505,96.547659,101.335832,100.603106,11.496252,103.840705,0,115.336957,10.624043,113.044492,0,123.668536,11.752285,125.902967,0,137.655253
"","Genito Urinary system disorders (exc infertility) ","Genital tract problems ",23.556129,21.35314,24.113039,24.876766,25.009253,24.549787,23.118796,1.764932,22.481853,0,24.246785,1.776576,25.56645,0,27.343026,1.841552,30.341472,0,32.183024
"","","Renal problems ",33.787281,30.954524,32.169341,34.43588,32.846173,32.861093,36.756911,0.474367,36.038586,0,36.512953,0.434645,47.420252,0,47.854897,0.444242,50.938749,0,51.382992
"","","Chronic renal failure (2)",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"","","Sexually transmitted infections (2)",3.371834,4.013575,3.944289,3.488911,0.097166,0.093429,0.118167,0.001698,0.083647,0,0.085345,0,0.135946,0,0.135946,0.90238,0.189933,0,1.092313
"","","Other problems of the genito urinary system ",35.275041,38.592236,39.557813,44.223948,38.595067,43.831523,40.609232,9.255254,45.23662,0,54.491874,8.412823,39.921844,0,48.334666,8.564111,44.432813,0,52.996924
"","Maternity & reproductive health ","Maternity & reproductive health ",65.176671,67.714831,69.013819,69.423098,67.973119,70.135922,69.039832,1.220117,104.304807,0,105.524924,1.787585,95.107893,0,96.895478,1.35012,90.273663,0,91.623783
"","Neonates ","Neonates ",15.568766,16.17364,21.666356,19.858039,14.743425,15.997407,11.421012,0.057203,20.403123,0,20.460326,0.048403,20.07695,0,20.125352,0.04834,24.979082,0,25.027422
"","Poisoning ","Poisoning ",24.222996,24.283062,25.997558,27.77646,22.578667,20.893085,21.532926,0.000885,26.132863,0,26.133748,0.000697,29.808809,0,29.809506,0.000584,28.60911,0,28.609694
"","Healthy individuals (includes Screening) ","Healthy individuals (includes Screening) ",38.357469,35.311638,34.251291,37.29053,37.096233,40.402007,44.631335,4.69086,35.585788,8.562892,48.83954,4.936873,54.171721,10.758128,69.866723,11.12389,56.963091,12.857867,80.944849
"","Social care needs ","Social care needs ",13.523465,13.848623,16.841262,17.244603,17.008903,21.826705,22.765756,0.340727,21.156638,0,21.497366,0.414591,25.433463,0,25.848054,0.287371,24.698372,0,24.985743
"","Other ","",254.162178,248.48645,279.778838,305.815735,355.217618,339.389258,388.509005,164.878816,191.639311,23.418972,379.9371,182.741551,141.446137,34.70483,358.892517,194.965568,138.795158,41.556172,375.316898
"","Other ","General medical services ",116.867223,123.211516,130.480781,128.498834,153.804762,154.369798,154.77538,159.468553,0.005937,0,159.47449,177.78792,0.233518,0,178.021438,190.031763,0.005795,0,190.037558
"","","Open access ",36.446624,34.117578,31.985211,34.002495,40.681491,41.943872,35.936499,0,29.61332,0,29.61332,0,35.366669,0,35.366669,0,49.689691,0,49.689691
"","","Continuing care ",44.679622,36.994168,56.931569,49.752173,46.658546,46.614284,45.123278,0,47.066917,0,47.066917,0,38.404902,0,38.404902,0,29.315686,0,29.315686
"","","Other PHW functions (3)",22.978743,23.764934,24.879349,19.584404,22.040292,23.725007,26.559051,0,0,23.418972,23.418972,0,0,34.70483,34.70483,0,0,41.556172,41.556172
"","","Other expenditure ",33.189966,30.398254,35.501928,73.977829,92.032527,72.736296,126.114796,5.410263,114.953137,0,120.363401,4.953631,67.441048,0,72.394679,4.933805,59.783987,0,64.717791


